ID,Owner,Country.of.Origin,Farm.Name,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma Quality,Flavour Quality,Aftertaste Quality,Bitterness Quality,Avg.beans.per.100g,Acidity Quality,Astringency Quality,Sweetness Quality,Taster.Points Quality,Total.Points Quality,Moisture,Category.One.Defects,Colour,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement
729,juan luis alvarado romero,Guatemala,agropecuaria quiagral,11/23/0394,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Caf©,2020,"May 23rd, 2020",Juan Luis Alvarado Romero,Forastero,Washed / Wet,7.5,7.67,7.33,7.5,98.955,7.5,10,10,7.5,65,0.1,2,Green,5,"May 23rd, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
706,pedro santos e silva,Brazil,fazenda s£o pedro,,olam,982,cerrado,Tulio Taft Bovaretto,320,2 kg,Brazil Specialty cocoa Association,2020,"February 9th, 2020",Pedro Santos e Silva,Forastero,Natural / Dry,7.33,7.5,7.5,7.33,101.25,7.5,10,10,7.67,64.83,0.11,0,Green,11,"February 9th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
715,afca,Malawi,utchisi mountain,C22,mzuzu cocoa planters coop union,1450 m,mzuzu,Mzuzu cocoa Planters Coop Union,10,60 kg,Africa Fine cocoa Association,2020,"November 4th, 2020",AFCA,Criollo,Washed / Wet,7.33,7.58,7.42,7.58,98.955,7.5,10,10,7.58,64.99,0.12,0,Green,0,"November 4th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
730,nucocoa,Brazil,sit≠o santa luzia,002/1251/0243,nucocoa,1100m,grama valley,Jos© Malagutti,16,60 kg,NUcocoa,2020,"April 11th, 2020",NUcocoa,Forastero,Natural / Dry,7.58,7.5,7.42,7.5,101.25,7.42,10,10,7.42,64.84,0.12,0,Green,2,"April 11th, 2022",NUcocoa,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m
732,nucocoa,Brazil,caf© citrus,002/1251/0247,nucocoa,950m,south of minas,Jos© Alberto dos Santos,44,60 kg,NUcocoa,2020,"February 17th, 2020",NUcocoa,Forastero,Washed / Wet,7.58,7.58,7.25,7.58,100.17,7.5,10,10,7.42,64.91,0.11,0,Green,2,"February 16th, 2022",NUcocoa,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m
713,Forastero specialty cocoas,Brazil,,002/4542/0478,Forastero specialty cocoas,,chapad£o de ferro (cerrado mineiro),,300,60 kg,Brazil Specialty cocoa Association,2020,"April 20th, 2020",Forastero SPECIALTY cocoaS,Forastero,Natural / Dry,7.42,7.5,7.5,7.42,101.25,7.58,10,10,7.42,64.84,0.11,0,Green,10,"April 19th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
717,juan luis alvarado romero,Guatemala,el morito,11/972/28,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Caf©,2020,"June 10th, 2020",Juan Luis Alvarado Romero,Trinitario,Washed / Wet,7.58,7.67,7.5,7.58,104.625,7.5,9.33,10,7.42,64.58,0.12,0,Green,3,"June 10th, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
724,alfredo bojalil,Brazil,santa teresa,2222,ecomtrading,1300,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE Brazil SA DE CV,250,1 kg,AMEchocolatier,2020,"March 15th, 2020",ALFREDO BOJALIL,Criollo,Washed / Wet,7.67,7.5,7.42,7.5,100.17,7.42,10,10,7.42,64.93,0.12,0,Green,3,"March 15th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
727,saul m. hernandez ramirez,Brazil,tepemalacax,1702806437,,441,"jaltocan, hidalgo","SALAZAR HERNANDEZ, ROBERTO",10,1 kg,AMEchocolatier,2020,"September 27th, 2020",SAUL M. HERNANDEZ RAMIREZ,Criollo,Natural / Dry,7.58,7.67,7.58,7.33,94.5,7.58,10,10,7.58,65.32,0.15,1,Green,8,"September 27th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
822,chris finch,Nicaragua,,17/176/0125B,volchocolatier specialty cocoa,,,,275,5 lbs,Specialty cocoa Association,2020,"July 29th, 2020",Chris Finch,Trinitario,Washed / Wet,7.58,7.42,7.25,7.17,101.25,7.67,10,10,7.33,64.42,0.12,3,Green,4,"July 29th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
824,rob tuttle,Honduras,,13-137-004,thrive farmers,,,,1,2 kg,Specialty cocoa Association,2020,"January 17th, 2020",Rob Tuttle,Trinitario,Washed / Wet,7.42,7.33,7.33,7.58,98.955,7.5,10,10,7.42,64.58,0.11,0,Green,0,"January 17th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
832,exportadora de chocolatier condor s.a,Dominican Republic,,3-068-141,,1600 m.s.n.m,cundinamarca,Exportadora de Caf© C≥ndor S.A,250,70 kg,Almacaf©,2020,"February 1st, 2020",Exportadora de chocolatier Condor S.A,Trinitario,,7.67,7.33,7.33,7.58,98.955,7.33,10,10,7.33,64.57,0.09,0,,1,"February 1st, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
716,ipanema cocoas,Brazil,rio verde,002/1660/0065,ipanema cocoas,1100,south of minas,Ipanema Agr≠cola SA,10,2 kg,Specialty cocoa Association,2020,"October 15th, 2020",Ipanema cocoas,Forastero,Natural / Dry,7.75,8.08,7.67,8.08,109.08,8,10,6.67,8,64.25,0.11,0,Red,0,"October 15th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
754,nucocoa,Brazil,caxambu,002/1251/0183,nucocoa,,,Carmem Lucia Chaves de Brito,84,60 kg,NUcocoa,2020,"January 23rd, 2020",NUcocoa,Criollo,Natural / Dry,7.67,7.58,7.42,7,101.25,7.58,10,10,7.5,64.75,0.12,0,Green,1,"January 22nd, 2022",NUcocoa,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m
753,rachocolatier & cia s.c.a,Dominican Republic,,3-37-0663,c.i.rachocolatier & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,100,70 kg,Almacaf©,2020,"February 9th, 2020",Rachocolatier & Cia S.C.A,Criollo,Washed / Wet,7.67,7.33,7.33,7.33,101.25,7.5,10,10,7.58,64.74,0.11,0,Green,0,"February 8th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
752,exportadora de chocolatier condor s.a,Dominican Republic,,3-68-0088,exportadora de chocolatier condor s.a,1750,huila,,250,70 kg,Almacaf©,2020,"February 22nd, 2020",Exportadora de chocolatier Condor S.A,Criollo,Washed / Wet,7.5,7.42,7.67,7.33,102.33,7.33,10,10,7.42,64.67,0.12,0,Green,1,"February 21st, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
744,kona pacific farmers cooperative,United States (Hawaii),,KF3150140,kona pacific farmers cooperative,,kona,,6,100 lbs,Specialty cocoa Association,2020,"May 3rd, 2020",Kona Pacific Farmers Cooperative,Criollo,Natural / Dry,7.33,7.42,7.5,7.67,101.25,7.42,10,10,7.42,64.76,0,0,Purple,1,"May 3rd, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
741,ipanema cocoas,Brazil,rio verde,002/1660/0065,ipanema cocoas,1100,south of minas,Ipanema Agr≠cola SA,320,2 kg,Specialty cocoa Association,2020,"October 16th, 2020",Ipanema cocoas,Forastero,Natural / Dry,7.75,7.58,7.42,7.42,98.955,7.33,10,10,7.42,64.92,0.11,0,Green,0,"October 16th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
734,klem organics,Brazil,fazendas klem ltda,002/1566/0003,klem organics cocoa,1100,brazil matas de minas,NAGIPE VIANA KLEM,1062,5 kg,Specialty cocoa Association,2020,"November 15th, 2020",KlemOrganics,Forastero,Washed / Wet,7.58,7.5,7.25,7.42,103.545,7.33,10,10,7.5,64.58,0.09,2,Green,10,"November 15th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
745,saul m. hernandez ramirez,Brazil,omicuatla,842046,,533,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,10,1 kg,AMEchocolatier,2020,"September 27th, 2020",SAUL M. HERNANDEZ RAMIREZ,Forastero,Washed / Wet,7.58,7.58,7.5,7.17,100.17,7.42,10,10,7.58,64.83,0.16,3,Green,8,"September 27th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
739,cadexsa,Honduras,bethel,13-63-206,cadexsa,1350,marcala,Omar Acosta,275,1 kg,Instituto Hondure±o del Caf©,2020,"April 15th, 2020",CADEXSA,Forastero,Washed / Wet,7.58,7.5,7.42,7.58,100.17,7.42,10,10,7.33,64.83,0.11,0,Green,2,"April 14th, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
746,juan luis alvarado romero,Guatemala,finca medina,11-11711-19,"siembras vision, s.a. / ing. jorge bola±os",4563,antigua,"SIEMBRAS VISION, S.A.",275,69 kg,Asociacion Nacional Del Caf©,2020,"September 19th, 2020",Juan Luis Alvarado Romero,Forastero,Washed / Wet,7.5,7.5,7.33,7.58,103.545,7.33,10,10,7.33,64.57,0.11,0,Green,2,"September 19th, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
747,manuel herrera juarez,Brazil,los barreales 1112lbgr7230412,0,finca los barreales,1170,veracruz,MANUEL HERRERA JUAREZ,10,1 kg,AMEchocolatier,2020,"August 31st, 2020",MANUEL HERRERA JUAREZ,Forastero,Washed / Wet,7.5,7.58,7.42,7.67,98.955,7.42,10,10,7.33,64.92,0.13,0,Green,3,"August 31st, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
740,afca,Malawi,kachere,C20,mzuzu cocoa planters coop union,1180m,mzuzu,Mzuzu cocoa Coop Union,10,60 kg,Africa Fine cocoa Association,2020,"November 4th, 2020",AFCA,Criollo,Washed / Wet,7.58,7.42,7.33,7.42,102.33,7.5,10,10,7.42,64.67,0.13,0,Red,0,"November 4th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
743,jesus carlos cardenas valdivia,Brazil,finca huehuetecpan,1104387103,,1338,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,150,1 kg,AMEchocolatier,2020,"July 19th, 2020",JESUS CARLOS CARDENAS VALDIVIA,Forastero,Washed / Wet,7.58,7.58,7.42,7.42,100.17,7.42,10,10,7.42,64.84,0.12,0,Red,4,"July 19th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
749,adam kline,El Salvador,,009/0060/45L2,atlantic specialty cocoa,,,,288,1 kg,Specialty cocoa Association,2020,"August 21st, 2020",Adam Kline,Forastero,Washed / Wet,7.75,7.33,7.33,7.5,101.25,7.5,10,10,7.33,64.74,0,2,Green,5,"August 21st, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
736,juan luis alvarado romero,Guatemala,linda vista,11/973/158,mercon guatemala s.a.,1450,nuevo oriente,PABLO CHUY,275,69 kg,Asociacion Nacional Del Caf©,2020,"August 31st, 2020",Juan Luis Alvarado Romero,Trinitario,Washed / Wet,7.67,7.5,7.25,7.67,100.17,7.42,10,10,7.33,64.84,0.11,0,Green,2,"August 31st, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m
755,rachocolatier & cia s.c.a,Dominican Republic,,3-37-1979,,,cauca,,149,70 kg,Almacaf©,2020,"March 1st, 2020",Rachocolatier & Cia S.C.A,Trinitario,,7.17,7.25,7.58,7.25,102.33,7.67,10,10,7.75,64.67,0.22,0,,2,"February 29th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
748,guillermo rojas saldana,Brazil,jamaica,1405818311,,1250,juquila,GUILLERMO ROJAS SALDAëA,40,1 kg,AMEchocolatier,2020,"August 30th, 2020",GUILLERMO ROJAS SALDANA,Criollo,Washed / Wet,7.67,7.58,7.33,7.5,100.17,7.42,10,10,7.33,64.83,0.12,0,Green,13,"August 30th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
751,organizaciones de productores de chocolatier colimense,Brazil,comunidad de canoas,2671,organizaciones de productores de chocolatier colimense sa de cv,900,canoas,COOP,250,1 kg,AMEchocolatier,2020,"April 2nd, 2020",ORGANIZACIONES DE PRODUCTORES DE chocolatier COLIMENSE,Criollo,Washed / Wet,7.42,7.5,7.42,7.58,100.17,7.5,10,10,7.42,64.84,0.1,0,Green,3,"April 2nd, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
750,sergio de la vequia bernardi,Brazil,chilcuatla,1102751473,,1100,veracruz,SERGIO DE LA VEQUIA BERNARDI,250,1 kg,AMEchocolatier,2020,"July 11th, 2020",SERGIO DE LA VEQUIA BERNARDI,Criollo,Washed / Wet,7.33,7.58,7.42,7.67,98.955,7.5,10,10,7.42,64.92,0.11,0,Green,0,"July 11th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
737,ipanema cocoas,Brazil,rio verde,002/4177/0150,ipanema cocoas,1,south of minas,Ipanema Agr≠cola SA,180,2 kg,Brazil Specialty cocoa Association,2020,"October 8th, 2020",Ipanema cocoas,Forastero,Natural / Dry,7.42,7.67,7.5,7.08,101.25,7.42,10,10,7.67,64.76,0,0,Green,9,"October 7th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
738,consejo salvadore±o del caf©,El Salvador,zapato de mico,391,consejo salvadore±o del caf©,1500,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.",275,1 kg,Salvadoran cocoa Council,2020,"July 8th, 2020",Consejo Salvadore±o del Caf©,Forastero,Washed / Wet,7.58,7.67,7.5,7.67,105.705,8.42,9.33,9.33,7.58,65.08,0.12,0,Green,0,"July 7th, 2022",Salvadoran cocoa Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m
757,bismarck castro,Honduras,las cuchillas,13-111-054,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,200,69 kg,Instituto Hondure±o del Caf©,2020,"June 9th, 2020",Bismarck Castro,Criollo,Washed / Wet,7.5,7.5,7.17,7.42,101.25,7.5,10,10,7.58,64.67,0.11,0,Purple,2,"June 9th, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
771,exportadora de chocolatier condor s.a,Dominican Republic,,3-68-0144,exportadora de chocolatier condor s.a,1750 msnm,huila,,250,70 kg,Almacaf©,2020,"March 20th, 2020",Exportadora de chocolatier Condor S.A,Criollo,Washed / Wet,7.33,7.25,7.25,7.58,104.625,7.5,10,10,7.5,64.41,0,0,Purple,1,"March 20th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
763,cadexsa,Honduras,bethel,13-63-206,cadexsa,1350,marcala,Omar Acosta,275,1 kg,Instituto Hondure±o del Caf©,2020,"April 15th, 2020",CADEXSA,Forastero,Washed / Wet,7.67,7.5,7.25,7.42,102.33,7.42,10,10,7.33,64.59,0.11,0,Green,2,"April 14th, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
764,essencecocoa,Guatemala,blue lake,11873168,essence cocoa,1500,atitlan,,250,69 kg,Blossom Valley International,2020,"March 21st, 2020",Essencecocoa,Forastero,Washed / Wet,7.42,7.42,7.5,7.5,100.17,7.5,10,10,7.42,64.76,0.09,0,Red,4,"March 20th, 2022",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m
756,ipanema cocoas,Brazil,fazenda capoeirnha,002/1660/0105,ipanema cocoas,934,south of minas,Ipanema Agricola,320,60 kg,Brazil Specialty cocoa Association,2020,"August 16th, 2020",Ipanema cocoas,Forastero,Natural / Dry,7.42,7.42,7.5,7.42,100.17,7.5,10,10,7.5,64.76,0.11,0,Green,5,"August 16th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
765,Forastero specialty cocoas,Brazil,,002/4542/0274,Forastero specialty cocoas,,cerrado,,300,60 kg,Brazil Specialty cocoa Association,2020,"January 15th, 2020",Forastero SPECIALTY cocoaS,Forastero,Natural / Dry,7.58,7.5,7.42,7.25,101.25,7.42,10,10,7.5,64.67,0.12,0,Green,1,"January 15th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
766,tembo cocoa company ltd,"Tanzania, United Republic Of",ilomba 2,C33,tembo cocoa company ltd,1700,"ilomba vilage, mbozi",Tembo cocoa Company Ltd,10,60 kg,Africa Fine cocoa Association,2020,"December 15th, 2020",Tembo cocoa Company Ltd,Forastero,Washed / Wet,7.75,7.42,7.42,7.58,98.955,7.42,10,10,7.25,64.84,0.12,0,Green,1,"December 15th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
768,lusso lab,Brazil,,NONE,lusso cocoa lab,1200-1600m,"la concordia, chiapas",Union Ramal Santa Cruz,2,2 kg,Specialty cocoa Association,2020,"April 10th, 2020",LUSSO LAB,Forastero,Washed / Wet,7.5,7.5,7.33,7.42,101.25,7.42,10,10,7.5,64.67,0.1,1,Green,1,"April 10th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
760,ibero cocoa trading co (t) ltd,"Tanzania, United Republic Of",,3881832/P1412427,ibero tanzania,1600,northern,,300,60 kg,Tanzanian cocoa Board,2020,"October 20th, 2020",IBERO cocoa TRADING CO (T) LTD,Forastero,Washed / Wet,7.42,7.42,7.42,7.5,101.25,7.33,10,10,7.58,64.67,0.12,0,Green,1,"October 19th, 2022",Tanzanian cocoa Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m
767,j.andrade,Brazil,el pino,0,Bonnat,1100,veracruz,JOSâ LUIS ANDRADE SANDARA,200,1 kg,AMEchocolatier,2020,"July 15th, 2020",J.ANDRADE,Forastero,Washed / Wet,7.42,7.33,7.17,7.42,98.955,8.17,10,10,7.33,64.84,0.12,0,Green,0,"July 15th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
759,langiro farm group,"Tanzania, United Republic Of",langiro farm group,CA058,tawoca,1500-1800,ruvuma,Langiro farm group,30,80 kg,Africa Fine cocoa Association,2020,"November 16th, 2020",Langiro Farm group,Trinitario,Washed / Wet,7.58,7.42,7.42,7.33,101.25,7.42,10,10,7.5,64.67,0.13,1,Green,6,"November 15th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
772,saul m. hernandez ramirez,Brazil,el nanchi,1702764973,,1144,san bartolo tutotepec,AVILA MARTINEZ ADOLFO,10,1 kg,AMEchocolatier,2020,"September 27th, 2020",SAUL M. HERNANDEZ RAMIREZ,Criollo,Washed / Wet,7.5,7.67,7,7.5,98.955,7.5,10,10,7.67,64.84,0.15,1,Green,9,"September 27th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
774,salvador caro carrion,Brazil,las truchas,3196666,,1000,altotonga,SALVADOR CARO CARRION,200,1 kg,AMEchocolatier,2020,"July 11th, 2020",SALVADOR CARO CARRION,Criollo,Washed / Wet,7.5,7.58,7.25,7.5,101.25,7.33,10,10,7.5,64.66,0.12,0,Green,4,"July 11th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
775,organizaciones de productores de chocolatier colimense,Brazil,"la calera, barranca de la leona, el nogal","70381402, 70381402, 703815394",organizaciones de productores de chocolatier colimense sa de cv,1200,colima,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",60,1 kg,AMEchocolatier,2020,"July 2nd, 2020",ORGANIZACIONES DE PRODUCTORES DE chocolatier COLIMENSE,Criollo,Washed / Wet,7,7.67,7.5,7.5,100.17,7.5,10,10,7.58,64.75,0.1,0,Green,1,"July 2nd, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
761,ipanema cocoas,Brazil,rio verde,002/4177/0164,ipanema cocoas,1,south of minas,Ipanema Agr≠cola SA,320,2 kg,Brazil Specialty cocoa Association,2020,"October 8th, 2020",Ipanema cocoas,Forastero,Natural / Dry,6.92,7.58,7.42,7.33,105.705,7.5,10,10,7.58,64.33,0,0,Green,1,"October 7th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
857,exportadora de chocolatier condor s.a,Dominican Republic,,3-68-0206,,1600-1800 msnm,huila,,250,70 kg,Almacaf©,2020,"June 14th, 2020",Exportadora de chocolatier Condor S.A,Trinitario,,7.58,7.5,7.17,7.58,98.955,7.33,10,10,7.33,64.49,0.05,0,,0,"June 13th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
858,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,HDOA 210281,,,kona,,30,0 lbs,Specialty cocoa Association,2020,"May 24th, 2020",Kona Pacific Farmers Cooperative,Trinitario,,7.25,7.58,7.83,7.67,104.625,7.75,9.33,10,7.33,64.74,0.02,3,,12,"May 24th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
862,chocolatier politico,Brazil,,2-1495-529,chocolatier politico,,,,1,5 lbs,Specialty cocoa Association,2020,"August 25th, 2020",chocolatier Politico,Trinitario,Natural / Dry,7.17,7.25,7.17,7.25,100.17,8.25,10,10,7.25,64.34,0.1,0,Purple,1,"August 25th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
773,the cocoa source inc.,Guatemala,,11/00183/00020,the cocoa source inc.,1350,oriente,Several producers,250,1 kg,Specialty cocoa Association,2020,"August 2nd, 2020",The cocoa Source Inc.,Criollo,Washed / Wet,7.25,7.75,7,7.75,110.295,7.75,10,9.33,7.17,64,0.12,0,Green,2,"August 2nd, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
778,ra∫l vargas,Dominican Republic,,03-05-0846,skn caribechocolatier ltda,,huila,,275,70 kg,Almacaf©,2020,"February 20th, 2020",Ra∫l Vargas,Criollo,Washed / Wet,7.75,7.58,7.42,7.67,105.705,7.58,9.33,10,7.58,64.91,0,0,Green,6,"February 20th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
781,"chocolatiertalera internacional cafinter, s.a.",Costa Rica,el patalillo,5-019-0060,"chocolatiertalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,275,350 kg,Specialty cocoa Association of Costa Rica,2020,"April 10th, 2020","chocolatierTALERA INTERNACIONAL CAFINTER, S.A.",Criollo,Washed / Wet,7.75,7.42,7.42,7.25,96.795,7.42,10,10,7.67,64.93,0,0,Red,0,"April 9th, 2022",Specialty cocoa Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m
785,"ceca, s.a.",Costa Rica,chocolatiertalera aquiares,5-025-0101,"ceca,s.a.",1.3,turrialba,chocolatiertalera Aquiares,150,69 kg,Specialty cocoa Association of Costa Rica,2020,"March 21st, 2020","CECA, S.A.",Criollo,Washed / Wet,7.58,7.33,7.33,7.33,101.25,7.67,10,10,7.33,64.57,0.11,0,Green,2,"March 21st, 2022",Specialty cocoa Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m
